http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/is,http://dbpedia.org/resource/Harry_Potter
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/is,http://dbpedia.org/resource/wizard
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_non-magical_people_known_as_Muggles
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_people
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_people_known
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_people_known
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_non-magical_people_known
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_people
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_non-magical_people_known
http://dbpedia.org/resource/character,http://dbpedia.org/resource/discovers_at,http://dbpedia.org/resource/age
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/is_in,http://dbpedia.org/resource/series_aunt
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_people_known_as_Muggles
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/is_in,http://dbpedia.org/resource/series
http://dbpedia.org/resource/Surrey,http://dbpedia.org/resource/is_with,http://dbpedia.org/resource/central_character_in_series_aunt
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_non-magical_people
http://dbpedia.org/resource/character,http://dbpedia.org/resource/is,http://dbpedia.org/resource/wizard
http://dbpedia.org/resource/character,http://dbpedia.org/resource/discovers_at,http://dbpedia.org/resource/age_of_eleven
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_people
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_people_known_as_Muggles
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_people_known_as_Muggles
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_non-magical_people
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_non-magical_people_known_as_Muggles
http://dbpedia.org/resource/character,http://dbpedia.org/resource/is,http://dbpedia.org/resource/Harry_Potter
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_non-magical_people
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_non-magical_people_known_as_Muggles
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_non-magical_people_known
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/discovers_at,http://dbpedia.org/resource/age_of_eleven
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_non-magical_people
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_people_known
http://dbpedia.org/resource/Harry_Potter,http://dbpedia.org/resource/Surrey_with,http://dbpedia.org/resource/central_character_in_series_aunt
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_non-magical_people_known
http://dbpedia.org/resource/central_character,http://dbpedia.org/resource/discovers_at,http://dbpedia.org/resource/age
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_people_known
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_non-magical_people_known_as_Muggles
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/ordinary_world_of_people
http://dbpedia.org/resource/character,http://dbpedia.org/resource/lives_in,http://dbpedia.org/resource/world_of_people_known_as_Muggles
http://dbpedia.org/resource/ordinary_world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/Muggles_exists
http://dbpedia.org/resource/ordinary_world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/as_Muggles_exists
http://dbpedia.org/resource/world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/as_Muggles_exists_parallel
http://dbpedia.org/resource/world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/as_Muggles_exists_parallel_to_Muggle_world
http://dbpedia.org/resource/world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/Muggles_exists_parallel
http://dbpedia.org/resource/ordinary_world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/as_Muggles_exists_parallel
http://dbpedia.org/resource/ordinary_world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/Muggles_exists_parallel_to_Muggle_world
http://dbpedia.org/resource/ordinary_world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/Muggles_exists_parallel
http://dbpedia.org/resource/world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/as_Muggles_exists
http://dbpedia.org/resource/world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/Muggles_exists_parallel_to_Muggle_world
http://dbpedia.org/resource/ordinary_world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/as_Muggles_exists_parallel_to_Muggle_world
http://dbpedia.org/resource/world,http://dbpedia.org/resource/known,http://dbpedia.org/resource/Muggles_exists
http://dbpedia.org/resource/necessary_skills,http://dbpedia.org/resource/succeed_in,http://dbpedia.org/resource/world_of_non-magical_people
http://dbpedia.org/resource/necessary_skills,http://dbpedia.org/resource/succeed_in,http://dbpedia.org/resource/ordinary_world_of_people_known
http://dbpedia.org/resource/necessary_skills,http://dbpedia.org/resource/succeed_in,http://dbpedia.org/resource/ordinary_world_of_people_known_as_Muggles
http://dbpedia.org/resource/necessary_skills,http://dbpedia.org/resource/succeed_in,http://dbpedia.org/resource/world_of_people
